task_id,platform_id,coding-game,coding-game_reason,extras,harmful_any,harmful_visual,landcover-type_text,landcover-type_visual_0,landcover-type_visual_1,landcover-type_visual_2,landscape-type_expl_text,landscape-type_expl_visual_0,landscape-type_expl_visual_1,landscape-type_expl_visual_3,landscape-type_other_text,landscape-type_other_visual_0,landscape-type_text,landscape-type_visual_0,landscape-type_visual_1,landscape-type_visual_2,landscape-type_visual_3,language_correct,media_relevant,nature_any,nature_text,nature_visual,nep_biological_expl_text,nep_biological_expl_visual_0,nep_biological_expl_visual_1,nep_biological_expl_visual_2,nep_biological_expl_visual_3,nep_biological_text,nep_biological_visual_0,nep_biological_visual_1,nep_biological_visual_2,nep_biological_visual_3,nep_materiality_expl_text,nep_materiality_expl_visual_0,nep_materiality_text,nep_materiality_visual_0,nep_materiality_visual_1,nep_materiality_visual_2,nep_materiality_visual_3,timestamps,user_ids
9774,1505379600360255488,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:04:22.339269+00:00;2025-04-01 14:29:48.118885+00:00,7;42
9775,1505530595329388549,No;No,,,,,,,,,,,,,,,,forest_and_seminatural_areas;water_bodies,forest_and_seminatural_areas;water_bodies,,,Yes;Yes,"Image 1,Image 2;Image 1,Image 2",Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,abiotic;abiotic,,,,,,material;material,material;material,,,2025-03-31 17:32:19.476243+00:00;2025-03-31 20:52:25.257068+00:00,7;31
9776,1505606092725833730,No;No,,,,,,,,,,,,,,,none;none,none;artificial_surfaces,none;none,none;none,none;none,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,,,biotic,,,,,,,material,,,,2025-03-31 08:57:28.229951+00:00;2025-03-31 08:58:58.633182+00:00,7;31
9777,1505757087556681731,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 12:38:48.111228+00:00;2025-04-01 14:38:06.603428+00:00,7;42
9778,1505983579976839174,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 19:07:43.038384+00:00;2025-04-07 15:53:08.868517+00:00,10;29
9781,1506436564930412546,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:25:51.157302+00:00;2025-04-01 12:48:00.521855+00:00,7;42
9782,1506512062431825926,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 08:51:06.956433+00:00;2025-03-31 08:49:58.028945+00:00,7;15
9783,1480238942247022592,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 13:15:08.270490+00:00;2025-04-01 14:41:50.614604+00:00,15;42
9784,1506889549804277760,No;No,,,,,,,,,,,,,,,,artificial_surfaces;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-03 18:25:36.001836+00:00;2025-04-03 18:50:59.257860+00:00,10;28
9785,1507040544710610946,No;No,,,,,,,,,,,,,,,none;none,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,biotic;biotic,biotic;biotic,,,,,,material;material,material;material,,,,2025-03-31 17:39:30.443513+00:00;2025-03-31 20:56:06.987563+00:00,7;31
9788,1507418032171372544,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 12:52:37.598441+00:00;2025-04-01 14:30:07.285842+00:00,7;42
9789,1507569027031318528,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 17:16:08.746770+00:00;2025-04-03 18:12:51.797113+00:00,7;10
9790,1507720022021476357,No;No,,Health,,,,,,,,ocean,,,,,,water_bodies;water_bodies,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,nature,,,,,abiotic,abiotic,,,,,,immaterial,material;material,,,,2025-04-01 14:42:44.313470+00:00;2025-04-01 13:37:13.159862+00:00,7;42
9791,1507871016919482373,No;No,,"Food,Health",text,,,,,,,,,,,,,none;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-03 19:12:45.609318+00:00;2025-04-07 10:07:17.734098+00:00,10;29
9792,1508173006715113476,No;No,,,,,,,,,,,,,,,,artificial_surfaces;forest_and_seminatural_areas,artificial_surfaces;forest_and_seminatural_areas,,,Yes;Yes,"Image 1,Image 2;Image 1,Image 2",Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,biotic;biotic,,,,,,material;material,material;material,,,2025-04-01 14:33:09.476704+00:00;2025-04-01 08:32:39.201581+00:00,7;42
9794,1480389937061314561,No;No,,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:20:12.988213+00:00;2025-03-31 09:17:39.064101+00:00,7;30
9796,1508776986667274248,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 22:39:55.144429+00:00;2025-04-08 09:32:52.352018+00:00,10;29
9797,1508927981514723331,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 22:46:18.359870+00:00;2025-04-05 11:24:14.042377+00:00,10;30
9798,1509078976190423041,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 14:36:04.856736+00:00;2025-04-01 14:51:38.733145+00:00,15;42
9799,1509305468832862215,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:30:55.340160+00:00;2025-04-01 13:39:01.341781+00:00,7;42
9801,1509682956310253583,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,"Image 2,Image 3,Image 4",Yes;No,Yes;No,Yes;No,,,,,,biotic,,abiotic,biotic,biotic,,,immaterial,,material,immaterial,immaterial,2025-03-31 16:41:51.308235+00:00;2025-03-31 09:20:03.952705+00:00,7;16
9802,1509909448717910021,Yes;No,Is this nature? if yes Material/ abiotic?,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:31:07.385851+00:00;2025-04-01 08:16:57.381223+00:00,17;42
9803,1509984946202771456,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 19:17:11.072157+00:00;2025-04-08 09:30:57.692436+00:00,10;29
9804,1510135940978810881,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;Yes,No;Yes,No;No,,,,,,abiotic,,,,,,,immaterial,,,,,2025-04-01 09:57:29.757218+00:00;2025-04-01 07:55:52.129035+00:00,1;42
9805,1480540932134998016,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 12:12:32.068074+00:00;2025-04-01 08:34:18.624175+00:00,17;42
9806,1510286936044445701,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 15:57:02.882907+00:00;2025-04-01 16:00:52.985736+00:00,7;42
9807,1510513428443533314,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 12:54:48.702181+00:00;2025-04-01 14:01:23.545565+00:00,7;42
9808,1510588925894668294,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 13:15:37.318024+00:00;2025-04-01 12:54:19.767806+00:00,15;42
9810,1510890915841572864,No;No,,,,,,,,,,,,,,,none,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,biotic;biotic,biotic;biotic,,,,,,material;material,material;material,,,,2025-04-02 13:06:28.561254+00:00;2025-04-01 14:49:15.830228+00:00,15;42
9811,1511041910823165954,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:13:57.874776+00:00;2025-03-31 09:40:01.220889+00:00,7;42
9812,1511192905754370050,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:04:47.059371+00:00;2025-04-01 13:12:53.488774+00:00,7;42
9813,1511796885492842496,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 15:58:33.505965+00:00;2025-04-01 14:26:25.736440+00:00,7;42
9814,1512098875422781446,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:08:59.013163+00:00;2025-04-01 13:56:32.734417+00:00,7;42
9815,1512249870329204741,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:19:18.021134+00:00;2025-03-31 20:48:04.422569+00:00,7;31
9816,1480842921926660096,No;No,,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:18:07.640085+00:00;2025-03-31 09:17:44.979991+00:00,7;30
9817,1512400865197543426,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-04-03 14:30:35.067655+00:00;2025-04-01 14:12:06.050020+00:00,15;42
9819,1512702854972121088,No;No,,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:04:06.877820+00:00;2025-03-31 09:04:23.978956+00:00,30;31
9821,1513004845082771462,No;No,,Sport;Sport,,,,,,,,,,,,,,artificial_surfaces;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 09:14:57.614164+00:00;2025-03-31 09:20:40.352073+00:00,16;31
9822,1513155839917723649,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:24:27.998375+00:00;2025-04-01 07:56:31.848135+00:00,7;42
9823,1513306834823745547,No;No,,Sport,,,,,,,,,,,,,,"artificial_surfaces;artificial_surfaces,forest_and_seminatural_areas",,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-02 13:32:46.916149+00:00;2025-04-01 13:25:06.054956+00:00,15;42
9824,1513684322179502082,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 18:35:30.964764+00:00;2025-04-03 18:50:40.305458+00:00,10;28
9825,1513759819680960514,No;No,,Health,,,,,,,,,,,,,none,,,,,Yes;Yes,,No;Yes,No;Yes,No;No,,,,,,abiotic,,,,,,,material,,,,,2025-04-02 12:48:41.574245+00:00;2025-04-02 12:50:13.600668+00:00,7;17
9826,1513986312189222913,No;No,,,,,,,,,,,,,,,none,artificial_surfaces,,,,Yes;Yes,Image 1,Yes;Yes,No;Yes,Yes;No,,,,,,abiotic,biotic,,,,,,immaterial,material,,,,2025-04-03 17:48:44.091021+00:00;2025-04-03 16:27:10.180133+00:00,10;17
9827,1480993916967129094,No;No,,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:22:26.938470+00:00;2025-03-31 09:17:55.624727+00:00,7;30
9828,1514212804642971654,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:45:59.421364+00:00;2025-04-01 13:56:43.723646+00:00,7;42
9829,1514363799574401026,No;No,,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:04:24.643464+00:00;2025-03-31 09:03:44.591154+00:00,7;30
9830,1514514794329657347,No;No,,,,,,,,,,,,,,,,forest_and_seminatural_areas,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,,,abiotic,,,,,,,immaterial,,,,2025-04-03 19:17:18.472920+00:00;2025-04-07 15:36:06.744324+00:00,10;29
9831,1514665789441253379,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 14:38:05.520170+00:00;2025-04-01 14:36:48.243343+00:00,15;42
9832,1514892281899233287,No;No,,Food,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,,,biotic,,,,,,,material,,,,2025-04-01 13:54:47.388055+00:00;2025-04-01 13:17:02.446288+00:00,7;42
9833,1515043276650430466,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:05:04.300065+00:00;2025-04-01 13:59:47.924214+00:00,7;42
9834,1515269769167269891,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:27:02.328169+00:00;2025-03-31 20:38:26.621556+00:00,7;31
9837,1515722753923592197,No;No,,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,,Yes;No,Yes;No,No;No,,,,,,abiotic,,,,,,,material,,,,,2025-03-31 09:05:33.969456+00:00;2025-03-31 09:05:44.029107+00:00,7;30
9838,1477672028190785546,No;No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes;Yes,,No;No;No,No;No;No,No;No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:10:27.561365+00:00;2025-03-31 09:10:24.859932+00:00;2025-03-31 09:09:37.066120+00:00,17;28;30
9839,1481295906842759172,No;No,,,,,,desert,,,,,,,,,,forest_and_seminatural_areas,,,,No;Yes,Image 1,No;Yes,No;No,No;Yes,,deserrt,,,,,abiotic,,,,,,,material,,,,2025-03-31 16:44:45.559642+00:00;2025-03-31 09:19:24.315362+00:00,7;30
9840,1516326733837910022,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:30:45.255458+00:00;2025-04-03 18:01:19.807480+00:00,7;10
9841,1516704221118222339,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:25:35.472856+00:00;2025-04-01 08:40:50.352708+00:00,7;42
9842,1516779718695354376,No;No,,Video game,,,,,,,,,,,,,,none,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,,,abiotic,,,,,,,immaterial,,,,2025-04-03 22:41:18.768696+00:00;2025-04-08 09:38:14.332779+00:00,10;29
9843,1516930713534218244,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:39:56.883012+00:00;2025-04-01 12:57:45.546109+00:00,7;42
9844,1517081708427939842,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 18:40:13.235362+00:00;2025-04-07 10:04:09.501613+00:00,10;29
9845,1517232703443247104,No;No,,,,,,,,,,,,,,,none;none,none,,,,Yes;Yes,Image 1,Yes;Yes,Yes;Yes,No;Yes,,,,,,biotic;biotic,biotic,,,,,,material;material,material,,,,2025-04-05 14:42:33.057929+00:00;2025-04-03 22:47:10.226908+00:00,1;10
9848,1517685688216416256,No;No,,Food,,,,,,,,,,,,,none,none,,,,Yes;Yes,Image 1,Yes;Yes,No;Yes,Yes;No,,,,,,biotic,biotic,,,,,,immaterial,material,,,,2025-04-02 13:01:43.422563+00:00;2025-04-02 13:00:26.144226+00:00,15;17
9849,1517987678129692674,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,sky,,,,,abiotic;abiotic,,,,,,,material;material,,,,2025-04-02 13:57:10.162045+00:00;2025-04-01 14:46:11.101236+00:00,15;42
9850,1481748891674591236,No;No,,Video game,,,,mountain,,,,,,,,,none,none;forest_and_seminatural_areas,none,none,none,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,rock,,,,,abiotic,,,,,,,immaterial,,,,2025-03-31 09:22:57.163990+00:00;2025-03-31 09:21:32.932847+00:00,7;30
9851,1518138673141026816,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:12:09.420855+00:00;2025-04-01 15:48:53.943951+00:00,7;42
9852,1518440662907113473,Yes;No,"In Picture 1, the painted flowers (immaterial) and cakes (material) exist at the same time.",Food,,,,,,,,,,,,,,none,none,none,none,Yes;Yes,"Image 1,Image 2,Image 3,Image 4",Yes;No,No;No,Yes;No,,,,,,,biotic,biotic,biotic,biotic,,,,immaterial,material,material,immaterial,2025-03-31 09:32:32.801324+00:00;2025-03-31 09:51:11.164480+00:00,15;30
9853,1518591657939283968,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:51:39.305562+00:00;2025-04-01 07:46:05.169040+00:00,7;42
9854,1518742652908449795,No;No,,,,,,,,,,,,,,,none,,,,,Yes;Yes,Image 1,Yes;Yes,Yes;Yes,No;Yes,birds,,,,,biotic;biotic,biotic,,,,,,material;immaterial,immaterial,,,,2025-04-03 16:41:52.977889+00:00;2025-04-01 14:47:19.528917+00:00,7;42
9855,1518893647915270145,No;No,,,,,,,,,,,,,,,artificial_surfaces,,,,,Yes;Yes,Image 1,Yes;Yes,Yes;Yes,Yes;No,garden,,,,,biotic;abiotic,biotic,,,,,,material;material,material,,,,2025-04-03 16:51:34.621036+00:00;2025-04-01 13:34:16.369074+00:00,7;42
9856,1519044642855170051,No;No,,Food;Food,,,,,,,,,,,,,none;none,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,biotic;biotic,biotic;biotic,,,,,,material;material,immaterial;immaterial,,,,2025-04-02 12:50:31.677413+00:00;2025-04-02 12:55:47.002246+00:00,7;17
9857,1519195637786591232,No;No,,Sport,,,,,,,,,,,,,none,,,,,Yes;Yes,,Yes;No,Yes;No,No;No,,,,,,biotic,,,,,,,immaterial,,,,,2025-04-02 13:01:14.739551+00:00;2025-04-01 08:34:15.889872+00:00,15;42
9858,1519422130152083457,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,sky,,,,,abiotic,,,,,,,immaterial,,,,2025-04-01 14:20:17.223123+00:00;2025-04-01 13:59:40.841542+00:00,7;42
9860,1519724119994085377,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 13:48:10.939727+00:00;2025-04-01 13:08:30.246533+00:00,7;42
9861,1481975383498969090,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,,,biotic,,,,,,,material,,,,2025-03-31 16:43:45.085824+00:00;2025-03-31 09:21:39.396657+00:00,7;30
9862,1520026109827448832,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 08:42:39.455603+00:00;2025-03-31 08:44:04.044892+00:00,30;31
9863,1520101607412752385,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 08:54:21.376037+00:00;2025-03-31 08:54:00.196738+00:00,30;31
9864,1520630089490259968,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 22:16:33.892162+00:00;2025-04-07 15:53:20.291397+00:00,10;29
9865,1520705587201425408,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 14:01:11.050629+00:00;2025-04-01 15:48:33.034382+00:00,15;42
9868,1521309566843031552,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 18:52:39.896095+00:00;2025-04-07 10:00:54.488366+00:00,10;29
9869,1521460561959170049,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:16:04.784095+00:00;2025-03-31 16:49:31.210922+00:00,7;17
9871,1521762551746674688,No;No,,,,,,,,,,,,,,,,none,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,,,biotic,,,,,,,immaterial,,,,2025-03-31 17:15:55.908005+00:00;2025-03-31 16:56:18.506287+00:00,7;17
9872,1482050881524838409,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 16:20:28.593414+00:00;2025-03-31 09:21:55.936995+00:00,7;30
9874,1522064541705592834,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 22:47:21.036361+00:00;2025-04-05 11:47:52.897808+00:00,10;30
9875,1522215536628707328,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 17:32:19.537418+00:00;2025-04-01 08:34:03.940939+00:00,10;42
9877,1522517526550401026,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 15:57:12.074794+00:00;2025-04-01 13:00:49.561484+00:00,7;42
9878,1522668521444065280,No;No,,,,,,,,,,,,,,,,artificial_surfaces;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-03 16:23:21.300588+00:00;2025-04-03 16:23:46.511548+00:00,7;17
9879,1522819516455165953,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 18:42:11.904477+00:00;2025-04-03 18:49:06.205986+00:00,10;28
9880,1522970511323824134,No;No,,,,,,,,,,,,,,,,,,,,No;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 17:09:24.282500+00:00;2025-04-01 16:01:25.030143+00:00,7;42
9881,1523121506305605632,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 22:16:19.759282+00:00;2025-04-07 10:23:30.363700+00:00,10;29
9882,1523272501219840001,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 08:46:11.194675+00:00;2025-03-31 08:40:54.545076+00:00,28;31
9883,1482201876456427525,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 16:34:31.517539+00:00;2025-03-31 09:22:01.650272+00:00,7;30
9885,1523649988617768962,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 13:16:11.371965+00:00;2025-04-01 13:30:15.257904+00:00,15;42
9886,1523800983566184448,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:20:35.884106+00:00;2025-04-01 13:01:55.411331+00:00,7;42
9887,1523876480941723648,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 14:05:28.094562+00:00;2025-04-01 08:55:18.279760+00:00,15;42
9888,1524102973483364352,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:10:47.195870+00:00;2025-04-01 08:52:10.083595+00:00,7;42
9891,1524480460780457985,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,,,biotic,,,,,,,immaterial,,,,2025-04-03 17:05:13.652319+00:00;2025-04-01 15:51:17.867417+00:00,7;42
9892,1524631455766175744,No;No,,Food,,,,,,,,,,,,,,,,,,Yes;Yes,,Yes;No,Yes;No,No;No,,,,,,biotic,,,,,,,material,,,,,2025-04-03 12:23:10.939384+00:00;2025-04-01 15:48:19.141839+00:00,15;42
9893,1524782450601336833,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;No,Yes;Yes,,,,,,biotic,abiotic,,,,,,material,immaterial;immaterial,,,,2025-03-31 08:47:34.154464+00:00;2025-03-31 08:51:30.002718+00:00,7;31
9894,1482428368872251402,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 16:34:41.176654+00:00;2025-03-31 09:22:07.164700+00:00,7;30
9896,1525084440594042881,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:50:42.551492+00:00;2025-04-01 08:27:03.387741+00:00,7;42
9897,1525386430075195393,No;No,,,,,mountain,,,,,,,,,,forest_and_seminatural_areas,,,,,Yes;Yes,,Yes;Yes,Yes;Yes,No,sun,,,,,biotic;abiotic,,,,,,,material;material,,,,,2025-04-02 13:01:53.471347+00:00;2025-04-01 14:48:46.572807+00:00,17;42
9898,1525537425417568256,No;No,,,,,,,,,,,,,,,none,forest_and_seminatural_areas,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;No,Yes;Yes,,,,,,abiotic,biotic;biotic,,,,,,material,immaterial;immaterial,,,,2025-04-01 14:03:46.283931+00:00;2025-04-01 08:15:38.905758+00:00,7;42
9900,1525839415171588101,No;No,,,,,,,,,,,,,,,,artificial_surfaces;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-03 17:14:14.987136+00:00;2025-04-03 18:07:35.307935+00:00,7;10
